lat,lon,rnc,mcc,mnc,lac,cellid,signal,radio,tech,earfcn,psc
41.98542358,15.0048836,84,222,10,36073,9053916,-81,UMTS,HSPA,3038,12
41.98542379,15.00488388,84,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98542383,15.00488389,84,222,10,36073,9053916,-81,UMTS,HSPA,3038,12
41.98542387,15.00488384,84,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542387,15.00488384,84,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542387,15.00488384,84,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542387,15.00488384,84,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542395,15.00488382,84,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542403,15.00488389,84,222,10,36073,9053916,-81,UMTS,HSPA+,3038,12
41.98542403,15.00488389,84,222,10,36073,9053916,-81,UMTS,HSPA+,3038,12
41.98542407,15.00488395,84,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98542407,15.00488395,84,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98542418,15.00488408,84,222,10,36073,9053916,-81,UMTS,HSPA+,3038,12
41.98542418,15.00488408,84,222,10,36073,9053916,-81,UMTS,HSPA+,3038,12
41.98542336,15.00488028,85,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98542336,15.00488028,85,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98542336,15.00488028,85,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98542314,15.00487996,85,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542313,15.0048799,85,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542313,15.0048799,85,222,10,36073,9053916,-83,UMTS,HSPA,3038,12
41.98542423,15.00488093,85,222,10,36073,9053916,-89,UMTS,HSPA,3038,12
41.98542423,15.00488093,85,222,10,36073,9053916,-89,UMTS,HSPA,3038,12
41.98542845,15.004884,87,222,10,36073,9061949,-105,UMTS,HSPA,10838,440
41.98542845,15.004884,87,222,10,36073,9061949,-105,UMTS,HSPA,10838,440
41.98543045,15.00488433,85,222,10,36073,9061949,-109,UMTS,HSPA,10838,440
41.98543045,15.00488433,85,222,10,36073,9061949,-109,UMTS,HSPA,10838,440
41.98543045,15.00488433,85,222,10,36073,9061949,-109,UMTS,HSPA,10838,440
41.98543045,15.00488433,85,222,10,36073,9061949,-109,UMTS,HSPA,10838,440
41.98543052,15.00488426,85,222,10,36073,9061949,-107,UMTS,HSPA+,10838,440
41.98543054,15.00488429,85,222,10,36073,9061949,-109,UMTS,HSPA+,10838,440
41.98543054,15.00488429,85,222,10,36073,9061949,-109,UMTS,HSPA+,10838,440
41.98543055,15.0048843,85,222,10,36073,9061949,-103,UMTS,HSPA+,10838,440
41.98543063,15.00488431,85,222,10,36073,9061949,-105,UMTS,HSPA,10838,440
41.98543063,15.00488431,85,222,10,36073,9061949,-105,UMTS,HSPA,10838,440
41.98543084,15.00488426,85,222,10,36073,9061949,-107,UMTS,HSPA,10838,440
41.98543084,15.00488426,85,222,10,36073,9061949,-107,UMTS,HSPA,10838,440
41.9854309,15.00488427,85,222,10,36073,9061949,-107,UMTS,HSPA,10838,440
41.98543095,15.00488428,85,222,10,36073,9061949,-105,UMTS,HSPA+,10838,440
41.98543095,15.00488428,85,222,10,36073,9061949,-105,UMTS,HSPA+,10838,440
41.98543107,15.00488429,85,222,10,36073,9061949,-107,UMTS,HSPA+,10838,440
41.98543107,15.00488429,85,222,10,36073,9061949,-107,UMTS,HSPA+,10838,440
41.98543134,15.00488428,85,222,10,36073,9061949,-113,UMTS,HSPA+,10838,440
41.98543134,15.00488428,85,222,10,36073,9061949,-113,UMTS,HSPA+,10838,440
41.98542658,15.0048823,85,222,10,36073,9061949,-105,UMTS,HSPA,10838,440
41.98547801,15.00489193,80,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98547801,15.00489193,80,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98547646,15.00489576,79,222,10,36073,9053916,-77,UMTS,HSPA,3038,12
41.98547646,15.00489576,79,222,10,36073,9053916,-77,UMTS,HSPA,3038,12
41.98546019,15.00489657,81,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546019,15.00489657,81,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545051,15.00487949,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545051,15.00487949,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98544772,15.00487664,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98544772,15.00487664,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98544679,15.00487594,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98544679,15.00487594,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545003,15.00486649,86,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98544652,15.00486651,85,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98544545,15.00485781,86,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98544545,15.00485781,86,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98544545,15.00485781,86,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98544545,15.00485781,86,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98545611,15.00484747,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545611,15.00484747,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545611,15.00484747,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545611,15.00484747,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545715,15.00484748,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98545909,15.00484508,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98545909,15.00484508,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98546531,15.00484054,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98546531,15.00484054,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98546531,15.00484054,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.985465,15.00484564,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.985465,15.00484564,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.985465,15.00484564,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.985465,15.00484564,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546506,15.00484287,85,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98546506,15.00484287,85,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98546506,15.00484239,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98546506,15.00484239,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98546527,15.00484237,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546527,15.00484237,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546527,15.00484237,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546527,15.00484237,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546566,15.00484248,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98546566,15.00484248,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98546579,15.00484261,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98546579,15.00484261,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98546583,15.00484273,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546583,15.00484273,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546592,15.00484269,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98546592,15.00484269,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98546593,15.00484264,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546593,15.00484264,85,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98546779,15.00484638,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98546779,15.00484638,85,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98547296,15.00486231,86,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98547296,15.00486231,86,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98547296,15.00486231,86,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98547296,15.00486231,86,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98548246,15.00485317,89,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98548246,15.00485317,89,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.9854843,15.00485053,90,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98549014,15.0048543,90,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98549552,15.00485888,89,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98549552,15.00485888,89,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98550688,15.00485644,89,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98550904,15.00485733,89,222,10,36073,9053916,-71,UMTS,HSPA,3038,12
41.98551037,15.00485779,89,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98551066,15.0048583,89,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98551066,15.0048583,89,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98552466,15.00486578,86,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98552466,15.00486578,86,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98552466,15.00486578,86,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98551904,15.00490025,86,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98551904,15.00490025,86,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.9855214,15.00490796,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.9855214,15.00490796,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98552369,15.00489292,84,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98552864,15.0048718,85,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98553041,15.00486714,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98553021,15.00486527,85,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98553014,15.00486628,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98553014,15.00486628,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98552923,15.00486812,85,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98552923,15.00486812,85,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98552896,15.00486862,85,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98552896,15.00486862,85,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98552896,15.00486862,85,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98552896,15.00486862,85,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98553063,15.00488065,85,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554553,15.00491558,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554553,15.00491558,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98555438,15.0049193,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98555438,15.0049193,85,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98555461,15.00491575,83,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98555461,15.00491575,83,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98555266,15.00491786,83,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98555266,15.00491786,83,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98555234,15.00491836,83,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98555234,15.00491836,83,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98555234,15.00491836,83,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98555234,15.00491836,83,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554924,15.00495175,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554924,15.00495175,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554924,15.00495175,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554924,15.00495175,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554791,15.00495007,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554788,15.00495002,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554788,15.00495002,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554775,15.00494991,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554775,15.00494991,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554769,15.00494974,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554743,15.0049492,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554743,15.0049492,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554743,15.0049492,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554684,15.00494804,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554628,15.00494706,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554628,15.00494706,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554628,15.00494706,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.985546,15.00494645,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.985546,15.00494645,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554586,15.00494616,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554586,15.00494616,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554578,15.00494593,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554578,15.00494593,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554578,15.00494593,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554578,15.00494593,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855456,15.00494559,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855456,15.00494559,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855456,15.00494559,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855456,15.00494559,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554542,15.00494532,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554535,15.00494523,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554531,15.00494517,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554531,15.00494517,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554531,15.00494517,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554531,15.00494517,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554507,15.00494486,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554507,15.00494486,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554501,15.0049448,84,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98554501,15.00494484,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554501,15.00494484,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554499,15.00494483,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554499,15.00494483,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554491,15.00494471,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554491,15.00494471,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554491,15.00494471,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554491,15.00494471,84,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98554471,15.00494451,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554471,15.00494451,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554467,15.00494444,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554467,15.00494444,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554461,15.00494433,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554461,15.00494433,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554461,15.00494433,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554461,15.00494433,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554444,15.00494398,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554444,15.00494398,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554444,15.00494398,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554444,15.00494398,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855442,15.00494349,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855442,15.00494349,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855442,15.00494349,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98554397,15.00494309,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.9855438,15.00494282,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554378,15.00494276,84,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98554372,15.00494271,84,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98554372,15.00494271,84,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98554368,15.0049426,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554368,15.0049426,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554368,15.00494253,84,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98554368,15.00494253,84,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98554365,15.00494242,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554365,15.00494242,84,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98554365,15.00494234,84,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98554365,15.00494234,84,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98554689,15.00494325,82,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98554236,15.00492558,83,222,10,36073,9053916,-73,UMTS,HSPA,3038,12
41.98552886,15.00490618,81,222,10,36073,9053916,-77,UMTS,HSPA,3038,12
41.98552886,15.00490618,81,222,10,36073,9053916,-77,UMTS,HSPA,3038,12
41.98552595,15.00485832,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98552595,15.00485832,84,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98564689,15.00472561,84,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98564689,15.00472561,84,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98564689,15.00472561,84,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98564689,15.00472561,84,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98590359,15.00447478,85,222,10,36073,9053916,-63,UMTS,HSPA,3038,12
41.98590359,15.00447478,85,222,10,36073,9053916,-63,UMTS,HSPA,3038,12
41.98598261,15.00429411,84,222,10,36073,9053916,-59,UMTS,HSPA+,3038,12
41.98591134,15.00413605,84,222,10,36073,9053916,-61,UMTS,HSPA+,3038,12
41.98583107,15.0040664,85,222,10,36073,9053916,-59,UMTS,HSPA+,3038,12
41.98583107,15.0040664,85,222,10,36073,9053916,-59,UMTS,HSPA+,3038,12
41.9856557,15.00397165,86,222,10,36073,9053916,-57,UMTS,HSPA+,3038,12
41.9856557,15.00397165,86,222,10,36073,9053916,-57,UMTS,HSPA+,3038,12
41.98560894,15.00393121,86,222,10,36073,9053916,-63,UMTS,HSPA+,3038,12
41.98560894,15.00393121,86,222,10,36073,9053916,-63,UMTS,HSPA+,3038,12
41.9855909,15.00391614,85,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.9855909,15.00391614,85,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.9855868,15.00391503,85,222,10,36073,9053916,-67,UMTS,HSPA+,3038,12
41.98558287,15.00391193,85,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98558287,15.00391193,85,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98558287,15.00391193,85,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98547999,15.00388116,82,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98547999,15.00388116,82,222,10,36073,9053916,-65,UMTS,HSPA+,3038,12
41.98526235,15.00402148,83,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98526235,15.00402148,83,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98512271,15.00411025,82,222,10,36073,9053916,-71,UMTS,HSPA+,3038,12
41.98492379,15.0042418,83,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98476312,15.00434638,83,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98476312,15.00434638,83,222,10,36073,9053916,-83,UMTS,HSPA+,3038,12
41.98440369,15.0045952,81,222,10,36073,9053916,-81,UMTS,HSPA+,3038,12
41.98440369,15.0045952,81,222,10,36073,9053916,-81,UMTS,HSPA+,3038,12
41.98399171,15.00488062,81,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98399171,15.00488062,81,222,10,36073,9053916,-69,UMTS,HSPA+,3038,12
41.98364177,15.00512702,81,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98364177,15.00512702,81,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98327298,15.00536805,81,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98327298,15.00536805,81,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98292328,15.00562662,81,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98292328,15.00562662,81,222,10,36073,9053916,-73,UMTS,HSPA+,3038,12
41.98259539,15.00582471,81,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98259539,15.00582471,81,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98235907,15.00592306,80,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98235907,15.00592306,80,222,10,36073,9053916,-75,UMTS,HSPA+,3038,12
41.98210851,15.00614893,79,222,10,36073,9053916,-79,UMTS,HSPA+,3038,12
41.98210851,15.00614893,79,222,10,36073,9053916,-79,UMTS,HSPA+,3038,12
41.98170753,15.00646285,78,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98170753,15.00646285,78,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.9811529,15.00683364,76,222,10,36073,9052557,-77,UMTS,HSPA,3038,356
41.98170753,15.00646285,78,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.9811529,15.00683364,76,222,10,36073,9052557,-77,UMTS,HSPA,3038,356
41.98170753,15.00646285,78,222,10,36073,9053916,-77,UMTS,HSPA+,3038,12
41.98085981,15.0070433,76,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98085981,15.0070433,76,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98085981,15.0070433,76,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98049012,15.00711734,77,222,10,36073,9052557,-77,UMTS,HSPA+,3038,356
41.98049012,15.00711734,77,222,10,36073,9052557,-77,UMTS,HSPA+,3038,356
41.98041009,15.00707256,77,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98041009,15.00707256,77,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98033567,15.00747369,77,222,10,36073,9052557,-77,UMTS,HSPA+,3038,356
41.98033567,15.00747369,77,222,10,36073,9052557,-77,UMTS,HSPA+,3038,356
41.98060621,15.00739552,77,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98060621,15.00739552,77,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98096151,15.00712016,77,222,10,36073,9052557,-77,UMTS,HSPA+,3038,356
41.98096151,15.00712016,77,222,10,36073,9052557,-77,UMTS,HSPA+,3038,356
41.98128465,15.00692871,79,222,10,36073,9052557,-73,UMTS,HSPA+,3038,356
41.98128465,15.00692871,79,222,10,36073,9052557,-73,UMTS,HSPA+,3038,356
41.98137815,15.00704775,77,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98137815,15.00704775,77,222,10,36073,9052557,-79,UMTS,HSPA+,3038,356
41.98139265,15.00728595,77,222,10,36073,9052557,-89,UMTS,HSPA+,3038,356
41.98140844,15.00737532,76,222,10,36073,9052557,-95,UMTS,HSPA+,3038,356
41.98143725,15.00742351,76,222,10,36073,9052557,-97,UMTS,HSPA,3038,356
41.98143725,15.00742351,76,222,10,36073,9052557,-97,UMTS,HSPA,3038,356
41.98156985,15.00762133,75,222,10,36073,9052557,-83,UMTS,HSPA+,3038,356
41.98156985,15.00762133,75,222,10,36073,9052557,-83,UMTS,HSPA+,3038,356
41.98189073,15.00757654,78,222,10,36073,9052557,-87,UMTS,HSPA+,3038,356
41.98189073,15.00757654,78,222,10,36073,9052557,-87,UMTS,HSPA+,3038,356
41.98219108,15.00755923,81,222,10,36073,9052557,-83,UMTS,HSPA+,3038,356
41.98219108,15.00755923,81,222,10,36073,9052557,-83,UMTS,HSPA+,3038,356
41.98219108,15.00755923,81,222,10,36073,9052557,-83,UMTS,HSPA+,3038,356
41.98240708,15.00764093,79,222,10,36073,9053915,-77,UMTS,HSPA,3038,32
41.98219108,15.00755923,81,222,10,36073,9052557,-83,UMTS,HSPA+,3038,356
41.98240708,15.00764093,79,222,10,36073,9053915,-77,UMTS,HSPA,3038,32
41.98253089,15.00766035,82,222,10,36073,9053915,-77,UMTS,HSPA+,3038,32
41.98253089,15.00766035,82,222,10,36073,9053915,-77,UMTS,HSPA+,3038,32
41.98256243,15.0076483,86,222,10,36073,9053915,-75,UMTS,HSPA+,3038,32
41.98256243,15.0076483,86,222,10,36073,9053915,-75,UMTS,HSPA+,3038,32
41.98257188,15.00765367,89,222,10,36073,9053915,-79,UMTS,HSPA+,3038,32
41.98255947,15.0076479,89,222,10,36073,9053915,-73,UMTS,HSPA+,3038,32
41.98255947,15.0076479,89,222,10,36073,9053915,-73,UMTS,HSPA+,3038,32
41.98255947,15.0076479,89,222,10,36073,9053915,-73,UMTS,HSPA+,3038,32
41.98255827,15.00764109,89,222,10,36073,9053915,-75,UMTS,HSPA+,3038,32
41.98255827,15.00764109,89,222,10,36073,9053915,-75,UMTS,HSPA+,3038,32
41.98255161,15.00763769,88,222,10,36073,9053915,-71,UMTS,HSPA+,3038,32
41.98255161,15.00763769,88,222,10,36073,9053915,-71,UMTS,HSPA+,3038,32
41.98254818,15.00763552,88,222,10,36073,9053915,-71,UMTS,HSPA+,3038,32
41.98254818,15.00763552,88,222,10,36073,9053915,-71,UMTS,HSPA+,3038,32
